,hsk,hex,hanzi,pinyin,translation
3124,6,"['0x76d6', '0x7ae0']",盖章,gài zhāng,"to affix a seal (to sth),"
3125,6,"['0x5e72', '0x65f1']",干旱,gān hàn,"drought, arid, dry,"
3126,6,"['0x5e72', '0x6270']",干扰,gān rǎo,"to interfere, obstruction,"
3127,6,"['0x5e72', '0x6d89']",干涉,gān shè,"to interfere, to meddle, interference,"
3128,6,"['0x5e72', '0x9884']",干预,gān yù,"to meddle, to intervene, intervention,"
3129,6,"['0x5c34', '0x5c2c']",尴尬,gān gà,"awkward, embarrassed,"
3130,6,"['0x7518', '0x5fc3']",甘心,gān xīn,"to be willing to, to resign oneself to,"
3131,6,"['0x611f', '0x6168']",感慨,gǎn kǎi,"to sigh with sorrow, regret etc, rueful, deeply moved,"
3132,6,"['0x611f', '0x67d3']",感染,gǎn rǎn,"infection, to infect, to influence,"
3133,6,"['0x5e72', '0x52b2']",干劲,gàn jìn,"enthusiasm for doing sth,"
3134,6,"['0x7eb2', '0x9886']",纲领,gāng lǐng,"program, guiding principle,"
3135,6,"['0x6e2f', '0x53e3']",港口,gǎng kǒu,"port, harbor,"
3136,6,"['0x6e2f', '0x6e7e']",港湾,gǎng wān,"natural harbor, bay serving as harbor,"
3137,6,"['0x5c97', '0x4f4d']",岗位,gǎng wèi,"a post, a job,"
3138,6,"['0x6760', '0x6746']",杠杆,gàng gǎn,"lever, pry bar, crowbar, financial leverage,"
3139,6,"['0x9ad8', '0x8d85']",高超,gāo chāo,"excellent, superlative,"
3140,6,"['0x9ad8', '0x6f6e']",高潮,gāo cháo,"high tide, high water, upsurge, climax, orgasm, chorus (part of a song),"
3141,6,"['0x9ad8', '0x5cf0']",高峰,gāo fēng,"peak, summit, height,"
3142,6,"['0x9ad8', '0x8003']",高考,gāo kǎo,"college entrance exam (abbr. for 普通高等學校招生全國統一考試|普通高等学校招生全国统一考试), entrance exam for senior government service posts (Taiwan),"
3143,6,"['0x9ad8', '0x660e']",高明,gāo míng,"brilliant, superior, tall and bright,"
3144,6,"['0x9ad8', '0x5c1a']",高尚,gāo shàng,"noble, lofty, refined, exquisite,"
3145,6,"['0x9ad8', '0x6da8']",高涨,gāo zhǎng,"upsurge, (tensions etc) run high,"
3146,6,"['0x7a3f', '0x4ef6']",稿件,gǎo jiàn,"rough draft, material contributing to a final document,"
3147,6,"['0x544a', '0x8f9e']",告辞,gào cí,"to say goodbye, to take one's leave,"
3148,6,"['0x544a', '0x8beb']",告诫,gào jiè,"to warn, to admonish,"
3149,6,['0x5272'],割,gē,"to cut, to cut apart,"
3150,6,['0x6401'],搁,gē,"to place, to put aside, to shelve,"
3151,6,"['0x7599', '0x7629']",疙瘩,gē da,"swelling or lump on skin, pimple, knot, preoccupation, problem,"
3152,6,"['0x6b4c', '0x9882']",歌颂,gē sòng,"to sing the praises of, to extol, to eulogize,"
3153,6,"['0x9694', '0x9602']",隔阂,gé hé,"estrangement,"
3154,6,"['0x9694', '0x79bb']",隔离,gé lí,"to separate, to isolate,"
3155,6,"['0x683c', '0x5c40']",格局,gé jú,"structure, pattern, layout,"
3156,6,"['0x683c', '0x5f0f']",格式,gé shì,"form, specification, format,"
3157,6,"['0x4e2a', '0x4f53']",个体,gè tǐ,"individual,"
3158,6,"['0x5404', '0x6292', '0x5df1', '0x89c1']",各抒己见,gè shū jǐ jiàn,"everyone gives their own view,"
3159,6,"['0x6839', '0x6df1', '0x8482', '0x56fa']",根深蒂固,gēn shēn dì gù,"deep-rooted (problem etc),"
3160,6,"['0x6839', '0x6e90']",根源,gēn yuán,"origin, root (cause),"
3161,6,"['0x8ddf', '0x524d']",跟前,gēn qián,"in front of, close to, nearby, the time just before,"
3162,6,"['0x8ddf', '0x968f']",跟随,gēn suí,"to follow,"
3163,6,"['0x8ddf', '0x8e2a']",跟踪,gēn zōng,"to follow sb's tracks, to tail, to shadow,"
3164,6,"['0x8015', '0x5730']",耕地,gēng dì,"arable land, to plow land,"
3165,6,"['0x66f4', '0x65b0']",更新,gēng xīn,"to replace the old with new, to renew, to renovate, to upgrade, to update, to regenerate,"
3166,6,"['0x66f4', '0x6b63']",更正,gēng zhèng,"to correct, to make a correction,"
3167,6,"['0x516c', '0x5b89', '0x5c40']",公安局,gōng ān jú,"public security bureau,"
3168,6,"['0x516c', '0x9053']",公道,gōng dao,"fair, equitable,"
3169,6,"['0x516c', '0x544a']",公告,gōng gào,"post, announcement,"
3170,6,"['0x516c', '0x5173']",公关,gōng guān,"public relations,"
3171,6,"['0x516c', '0x6c11']",公民,gōng mín,"citizen,"
3172,6,"['0x516c', '0x5a46']",公婆,gōng pó,"husband's parents, parents-in-law,"
3173,6,"['0x516c', '0x7136']",公然,gōng rán,"openly, publicly, undisguised,"
3174,6,"['0x516c', '0x8ba4']",公认,gōng rèn,"publicly known (to be), accepted (as),"
3175,6,"['0x516c', '0x5f0f']",公式,gōng shì,"formula,"
3176,6,"['0x516c', '0x52a1']",公务,gōng wù,"official business,"
3177,6,"['0x516c', '0x6b63']",公正,gōng zhèng,"just, fair, equitable,"
3178,6,"['0x516c', '0x8bc1']",公证,gōng zhèng,"notarization, notarized, acknowledgement,"
3179,6,"['0x4f9b', '0x4e0d', '0x5e94', '0x6c42']",供不应求,gōng bù yìng qiú,"supply does not meet demand,"
3180,6,"['0x4f9b', '0x7ed9']",供给,gōng jǐ,"to furnish, to provide, supply (as in supply and demand),"
3181,6,"['0x5de5', '0x592b']",工夫,gōng fu,"time, spare time, skill, labor, effort,"
3182,6,"['0x5de5', '0x827a', '0x54c1']",工艺品,gōng yì pǐn,"handicraft article, handiwork, CL:個|个[gè],"
3183,6,"['0x5bab', '0x6bbf']",宫殿,gōng diàn,"palace, CL:座[zuò],"
3184,6,"['0x529f', '0x8bfe']",功课,gōng kè,"homework, assignment, task, classwork, lesson, study, CL:門|门[mén],"
3185,6,"['0x529f', '0x52b3']",功劳,gōng láo,"contribution, meritorious service, credit,"
3186,6,"['0x529f', '0x6548']",功效,gōng xiào,"efficacy,"
3187,6,"['0x653b', '0x51fb']",攻击,gōng jī,"to attack, to accuse, to charge, an attack (terrorist or military),"
3188,6,"['0x653b', '0x514b']",攻克,gōng kè,"to capture, to take, to overcome, to solve,"
3189,6,"['0x606d', '0x656c']",恭敬,gōng jìng,"deferential, respectful,"
3190,6,"['0x5de9', '0x56fa']",巩固,gǒng gù,"to consolidate, consolidation, to strengthen,"
3191,6,"['0x5171', '0x548c', '0x56fd']",共和国,gòng hé guó,"republic,"
3192,6,"['0x5171', '0x8ba1']",共计,gòng jì,"to sum up to, to total,"
3193,6,"['0x5171', '0x9e23']",共鸣,gòng míng,"resonance (physics), sympathetic response to sth,"
3194,6,"['0x52fe', '0x7ed3']",勾结,gōu jié,"to collude with, to collaborate with, to gang up with,"
3195,6,"['0x94a9', '0x5b50']",钩子,gōu zi,"hook,"
3196,6,"['0x6784', '0x601d']",构思,gòu sī,"to design, to plot, to plan out, to compose, to draw a mental sketch, conception, plan, idea, composition,"
3197,6,"['0x5b64', '0x72ec']",孤独,gū dú,"lonely, solitary,"
3198,6,"['0x5b64', '0x7acb']",孤立,gū lì,"isolate, isolated,"
3199,6,"['0x8f9c', '0x8d1f']",辜负,gū fù,"to fail to live up (to expectations), unworthy (of trust), to let down, to betray (hopes), to disappoint,"
3200,6,"['0x59d1', '0x4e14']",姑且,gū qiě,"temporarily, the time being, for the moment, provisional, tentatively,"
3201,6,"['0x53e4', '0x8463']",古董,gǔ dǒng,"curio, antique,"
3202,6,"['0x53e4', '0x602a']",古怪,gǔ guài,"eccentric, grotesque, oddly, queer,"
3203,6,"['0x80a1', '0x4e1c']",股东,gǔ dōng,"shareholder, stockholder,"
3204,6,"['0x80a1', '0x4efd']",股份,gǔ fèn,"a share (in a company), stock,"
3205,6,"['0x9f13', '0x52a8']",鼓动,gǔ dòng,"to agitate, to arouse, to instigate, to encite,"
3206,6,"['0x9aa8', '0x5e72']",骨干,gǔ gàn,"diaphysis (long segment of a bone), fig. backbone,"
3207,6,"['0x56fa', '0x7136']",固然,gù rán,"admittedly (it's true that...),"
3208,6,"['0x56fa', '0x6709']",固有,gù yǒu,"intrinsic to sth, inherent, native,"
3209,6,"['0x56fa', '0x6267']",固执,gù zhí,"obstinate, stubborn,"
3210,6,"['0x987e', '0x8651']",顾虑,gù lǜ,"misgivings, apprehensions,"
3211,6,"['0x987e', '0x95ee']",顾问,gù wèn,"adviser, consultant,"
3212,6,"['0x6545', '0x4e61']",故乡,gù xiāng,"home, homeland, native place, CL:個|个[gè],"
3213,6,"['0x6545', '0x969c']",故障,gù zhàng,"malfunction, breakdown, defect, shortcoming, fault, failure, impediment, error, bug (in software),"
3214,6,"['0x62d0', '0x6756']",拐杖,guǎi zhàng,"crutches, crutch, walking stick,"
3215,6,"['0x5173', '0x7167']",关照,guān zhào,"to take care, to keep an eye on, to look after, to tell, to remind,"
3216,6,"['0x5b98', '0x65b9']",官方,guān fāng,"official, (by the) government,"
3217,6,"['0x89c2', '0x5149']",观光,guān guāng,"to tour, sightseeing, tourism,"
3218,6,"['0x7ba1', '0x8f96']",管辖,guǎn xiá,"to administer, to have jurisdiction (over),"
3219,6,['0x7f50'],罐,guàn,"can, jar, pot,"
3220,6,"['0x8d2f', '0x5f7b']",贯彻,guàn chè,"to implement, to put into practice, to carry out,"
3221,6,"['0x704c', '0x6e89']",灌溉,guàn gài,"to irrigate,"
3222,6,"['0x60ef', '0x4f8b']",惯例,guàn lì,"convention, usual practice,"
3223,6,"['0x5149', '0x5f69']",光彩,guāng cǎi,"luster, splendor, radiance, brilliance,"
3224,6,"['0x5149', '0x8f89']",光辉,guāng huī,"radiance, glory, brilliant, magnificent,"
3225,6,"['0x5149', '0x8292']",光芒,guāng máng,"rays of light, brilliant rays, radiance,"
3226,6,"['0x5e7f', '0x9614']",广阔,guǎng kuò,"wide, vast,"
3227,6,"['0x89c4', '0x8303']",规范,guī fàn,"norm, standard, specification, regulation, rule, within the rules, to fix rules, to regulate, to specify,"
3228,6,"['0x89c4', '0x683c']",规格,guī gé,"standard, norm, specification,"
3229,6,"['0x89c4', '0x5212']",规划,guī huà,"to plan (how to do sth), planning, plan, program,"
3230,6,"['0x89c4', '0x7ae0']",规章,guī zhāng,"rule, regulation,"
3231,6,"['0x5f52', '0x6839', '0x5230', '0x5e95']",归根到底,guī gēn dào dǐ,"(saying) to sum it up...,"
3232,6,"['0x5f52', '0x8fd8']",归还,guī huán,"to return sth, to revert,"
3233,6,"['0x5f52', '0x7eb3']",归纳,guī nà,"to sum up, to summarize, to conclude from facts, induction (method of deduction in logic),"
3234,6,"['0x8f68', '0x9053']",轨道,guǐ dào,"orbit, railway or tram line, fig. conventional way of thinking,"
3235,6,['0x8dea'],跪,guì,"to kneel,"
3236,6,"['0x8d35', '0x65cf']",贵族,guì zú,"lord, nobility, nobleman, noblewoman, aristocrat, aristocracy,"
3237,6,"['0x68cd', '0x68d2']",棍棒,gùn bàng,"club,"
3238,6,"['0x56fd', '0x9632']",国防,guó fáng,"national defense,"
3239,6,"['0x56fd', '0x52a1', '0x9662']",国务院,Guó Wù Yuàn,"State Council (PRC), State Department (USA),"
3240,6,"['0x679c', '0x65ad']",果断,guǒ duàn,"firm, decisive,"
3241,6,"['0x8fc7', '0x5ea6']",过度,guò dù,"excessive, over-, excess, going too far, extravagant, intemperate, overdue,"
3242,6,"['0x8fc7', '0x6e21']",过渡,guò dù,"to cross over (by ferry), transition, interim, caretaker (administration),"
3243,6,"['0x8fc7', '0x5956']",过奖,guò jiǎng,"to over-praise, to flatter,"
3244,6,"['0x8fc7', '0x6ee4']",过滤,guò lǜ,"to filter, filter,"
3245,6,"['0x8fc7', '0x5931']",过失,guò shī,"defect, fault,"
3246,6,"['0x8fc7', '0x95ee']",过问,guò wèn,"to show an interest in, to get involved with,"
3247,6,"['0x8fc7', '0x763e']",过瘾,guò yǐn,"to satisfy a craving, to get a kick out of sth, gratifying, immensely enjoyable, satisfying, fulfilling,"
3248,6,"['0x8fc7', '0x4e8e']",过于,guò yú,"too much, excessively,"
3249,6,['0x55e8'],嗨,hāi,"oh alas, hey!, hi! (loanword),"
3250,6,"['0x6d77', '0x62d4']",海拔,hǎi bá,"height above sea level, elevation,"
3251,6,"['0x6d77', '0x6ee8']",海滨,hǎi bīn,"shore, seaside,"
3252,6,"['0x542b', '0x7cca']",含糊,hán hú,"obscurity, vague,"
3253,6,"['0x542b', '0x4e49']",含义,hán yì,"meaning (implicit in a phrase), implied meaning, hidden meaning, hint, connotation,"
3254,6,"['0x5bd2', '0x6684']",寒暄,hán xuān,"exchanging conventional greetings, to talk about the weather,"
3255,6,"['0x7f55', '0x89c1']",罕见,hǎn jiàn,"rare, rarely seen,"
3256,6,"['0x634d', '0x536b']",捍卫,hàn wèi,"to defend, to uphold, to safeguard,"
3257,6,"['0x822a', '0x7a7a']",航空,háng kōng,"aviation,"
3258,6,"['0x822a', '0x5929']",航天,háng tiān,"space flight,"
3259,6,"['0x822a', '0x884c']",航行,háng xíng,"to sail, to fly, to navigate,"
3260,6,"['0x884c', '0x5217']",行列,háng liè,"procession,"
3261,6,"['0x8c6a', '0x8fc8']",豪迈,háo mài,"bold, open-minded, heroic,"
3262,6,"['0x6beb', '0x7c73']",毫米,háo mǐ,"millimeter,"
3263,6,"['0x6beb', '0x65e0']",毫无,háo wú,"not in the least, to completely lack,"
3264,6,"['0x53f7', '0x53ec']",号召,hào zhào,"to call, to appeal,"
3265,6,"['0x8017', '0x8d39']",耗费,hào fèi,"to waste, to spend, to consume, to squander,"
3266,6,"['0x597d', '0x5ba2']",好客,hào kè,"hospitality, to treat guests well, to enjoy having guests, hospitable, friendly,"
3267,6,['0x5475'],呵,hē,"expel breath, my goodness,"
3268,6,"['0x548c', '0x853c']",和蔼,hé ǎi,"kindly, nice, amiable,"
3269,6,"['0x548c', '0x89e3']",和解,hé jiě,"to settle (a dispute out of court), to reconcile, settlement, conciliation, to become reconciled,"
3270,6,"['0x548c', '0x7766']",和睦,hé mù,"peaceful relations, harmonious,"
3271,6,"['0x548c', '0x6c14']",和气,hé qi,"friendly, polite, amiable,"
3272,6,"['0x548c', '0x8c10']",和谐,hé xié,"harmonious, harmony,"
3273,6,"['0x5408', '0x5e76']",合并,hé bìng,"to merge, to annex,"
3274,6,"['0x5408', '0x6210']",合成,hé chéng,"to compose, to constitute, compound, synthesis, mixture, synthetic,"
3275,6,"['0x5408', '0x4e4e']",合乎,hé hū,"to accord with, conforming to,"
3276,6,"['0x5408', '0x4f19']",合伙,hé huǒ,"to act jointly, to form a partnership,"
3277,6,"['0x5408', '0x8eab']",合身,hé shēn,"well-fitting (of clothes),"
3278,6,"['0x5408', '0x7b97']",合算,hé suàn,"worthwhile, be a good deal, be a bargain, reckon up, calculate,"
3279,6,['0x563f'],嘿,hēi,"hey,"
3280,6,"['0x75d5', '0x8ff9']",痕迹,hén jì,"vestige, mark, trace,"
3281,6,"['0x72e0', '0x5fc3']",狠心,hěn xīn,"callous, heartless,"
3282,6,"['0x6068', '0x4e0d', '0x5f97']",恨不得,hèn bu dé,"wishing one could do sth, to hate to be unable, itching to do sth, can't wait for, to wish one could do sth, to desire strongly,"
3283,6,['0x54fc'],哼,hēng,"to groan, to snort, to hum, to croon, humph!,"
3284,6,['0x54c4'],哄,hōng,"roar of laughter (onomatopoeia), hubbub, to roar (as a crowd),"
3285,6,['0x70d8'],烘,hōng,"to bake, to heat by fire, to set off by contrast,"
3286,6,"['0x8f70', '0x52a8']",轰动,hōng dòng,"to cause a sensation,"
3287,6,"['0x7ea2', '0x5305']",红包,hóng bāo,"lit. money wrapped in red as a gift, a bonus payment, a kickback, a bribe,"
3288,6,"['0x5b8f', '0x89c2']",宏观,hóng guān,"macro-, macroscopic, holistic,"
3289,6,"['0x5b8f', '0x4f1f']",宏伟,hóng wěi,"grand, imposing, magnificent,"
3290,6,"['0x6d2a', '0x6c34']",洪水,hóng shuǐ,"deluge, flood,"
3291,6,"['0x5589', '0x5499']",喉咙,hóu lóng,"throat, larynx,"
3292,6,['0x543c'],吼,hǒu,"roar or howl of an animal, bellow of rage,"
3293,6,"['0x540e', '0x4ee3']",后代,hòu dài,"posterity, later periods, later ages, later generations,"
3294,6,"['0x540e', '0x987e', '0x4e4b', '0x5fe7']",后顾之忧,hòu gù zhī yōu,"fears of trouble in the rear (idiom); family worries (obstructing freedom of action), worries about the future consequences, often in negative expressions, meaning ""no worries about anything"","
3295,6,"['0x540e', '0x52e4']",后勤,hòu qín,"logistics,"
3296,6,"['0x5019', '0x9009']",候选,hòu xuǎn,"candidate,"
3297,6,"['0x5ffd', '0x7565']",忽略,hū lvè,"to neglect, to overlook, to ignore,"
3298,6,"['0x547c', '0x5578']",呼啸,hū xiào,"to whistle, to scream, to whiz,"
3299,6,"['0x547c', '0x5401']",呼吁,hū yù,"to call on (sb to do sth), to appeal (to), an appeal,"
3300,6,"['0x80e1', '0x4e71']",胡乱,hú luàn,"careless, reckless, casually, absent-mindedly, at will, at random, any old how,"
3301,6,"['0x6e56', '0x6cca']",湖泊,hú pō,"lake,"
3302,6,"['0x4e92', '0x8054', '0x7f51']",互联网,Hù lián wǎng,"the Internet,"
3303,6,"['0x82b1', '0x74e3']",花瓣,huā bàn,"petal, CL:片[piàn],"
3304,6,"['0x534e', '0x4e3d']",华丽,huá lì,"gorgeous,"
3305,6,"['0x534e', '0x4fa8']",华侨,huá qiáo,"overseas Chinese, (in a restricted sense) Chinese emigrant who still retains Chinese nationality, CL:個|个,位,名[míng],"
3306,6,"['0x753b', '0x86c7', '0x6dfb', '0x8db3']",画蛇添足,huà shé tiān zú,"lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous, to overdo it,"
3307,6,"['0x5316', '0x80a5']",化肥,huà féi,"fertilizer,"
3308,6,"['0x5316', '0x77f3']",化石,huà shí,"fossil,"
3309,6,"['0x5316', '0x9a8c']",化验,huà yàn,"laboratory test, chemical experiment, assay,"
3310,6,"['0x5316', '0x5986']",化妆,huà zhuāng,"to put on makeup,"
3311,6,"['0x5212', '0x5206']",划分,huà fēn,"to divide,"
3312,6,"['0x8bdd', '0x7b52']",话筒,huà tǒng,"microphone, (telephone) receiver, handset,"
3313,6,"['0x6000', '0x5b55']",怀孕,huái yùn,"pregnant, to have conceived, gestation, pregnancy,"
3314,6,"['0x6b22', '0x4e50']",欢乐,huān lè,"gaiety, gladness, glee, merriment, pleasure, happy, joyous, gay,"
3315,6,"['0x8fd8', '0x539f']",还原,huán yuán,"to restore to the original state, reduction (chemistry),"
3316,6,"['0x73af', '0x8282']",环节,huán jié,"round segment, segment (of annelid worms), connection, link, sector, annular ring,"
3317,6,"['0x7f13', '0x548c']",缓和,huǎn hé,"to ease (tension), to alleviate, to moderate, to allay, to make more mild,"
3318,6,"['0x60a3', '0x8005']",患者,huàn zhě,"patient, sufferer,"
3319,6,"['0x8352', '0x51c9']",荒凉,huāng liáng,"desolate,"
3320,6,"['0x8352', '0x8c2c']",荒谬,huāng miù,"absurd, ridiculous,"
3321,6,"['0x8352', '0x5510']",荒唐,huāng táng,"beyond belief, preposterous, absurd, intemperate, dissipated,"
3322,6,"['0x614c', '0x5fd9']",慌忙,huāng máng,"in a great rush, in a flurry,"
3323,6,"['0x9ec4', '0x660f']",黄昏,huáng hūn,"dusk, evening, nightfall,"
3324,6,"['0x604d', '0x7136', '0x5927', '0x609f']",恍然大悟,huǎng rán dà wù,"to suddenly realize, to suddenly see the light,"
3325,6,"['0x6325', '0x970d']",挥霍,huī huò,"to squander money, extravagant, prodigal, free and easy, agile,"
3326,6,"['0x8f89', '0x714c']",辉煌,huī huáng,"splendid, glorious,"
3327,6,"['0x56de', '0x62a5']",回报,huí bào,"(in) return, reciprocation, payback, retaliation, to report back, to reciprocate,"
3328,6,"['0x56de', '0x907f']",回避,huí bì,"to shun, to avoid (sb), to skirt, to evade (an issue), to step back, to withdraw, to recuse (a judge etc),"
3329,6,"['0x56de', '0x987e']",回顾,huí gù,"to look back, to review,"
3330,6,"['0x56de', '0x6536']",回收,huí shōu,"to recycle, to reclaim, to retrieve, to recover, to recall (a defective product),"
3331,6,"['0x6094', '0x6068']",悔恨,huǐ hèn,"remorse, repentance,"
3332,6,"['0x6bc1', '0x706d']",毁灭,huǐ miè,"to perish, to ruin, to destroy,"
3333,6,"['0x4f1a', '0x6664']",会晤,huì wù,"to meet, meeting, conference,"
3334,6,"['0x6c47', '0x62a5']",汇报,huì bào,"to report, to give an account of, report,"
3335,6,"['0x8d3f', '0x8d42']",贿赂,huì lù,"to bribe, a bribe,"
3336,6,"['0x660f', '0x8ff7']",昏迷,hūn mí,"to lose consciousness, to be in a coma, stupor, coma, stunned, disoriented,"
3337,6,"['0x6d51', '0x8eab']",浑身,hún shēn,"all over, from head to foot,"
3338,6,"['0x6df7', '0x5408']",混合,hùn hé,"to mix, to blend,"
3339,6,"['0x6df7', '0x4e71']",混乱,hùn luàn,"confusion, chaos, disorder,"
